Step,Training Loss
1,4.100400
2,3.513100
3,3.587500
4,3.177900
5,3.475800
6,2.887000
7,3.172100
8,2.707400
9,2.465500
10,2.552900
11,2.555100
12,2.261000
13,2.232800
14,2.665300
15,2.403200
16,2.685000
17,2.448700
18,2.603800
19,2.550400
20,2.626800
21,2.185000
22,2.654000
23,2.375100
24,2.394600
25,2.368500
26,2.425600
27,2.335100
28,2.167800
29,2.044000
30,1.974200
