Step,Training Loss
152,2.099400
153,2.220500
154,2.195700
155,2.214800
156,2.152100
157,2.173800
158,1.592300
159,1.742100
160,1.997800
161,2.205800
162,2.122800
163,1.874200
164,2.183700
165,2.263300
166,2.133800
167,2.347000
168,1.814600
169,1.923100
170,1.892100
171,2.190500
172,1.798100
173,2.013800
174,2.286500
175,1.986300
176,2.003500
177,1.962400
178,2.033300
179,2.048100
180,2.279600
181,1.967400
182,2.184700
183,2.415200
184,1.731300
185,2.132300
186,2.181500
187,2.105800
188,1.694900
189,2.521900
190,2.722500
191,2.127700
192,2.068700
193,1.972400
194,2.255400
195,1.412200
196,2.086000
197,1.723700
198,2.377800
199,2.417500
200,2.070200
201,2.372800
202,1.684700
203,1.679900
204,2.210800
205,2.123800
206,2.244100
207,2.251500
208,1.758300
209,2.040700
210,1.911800
211,1.884200
212,2.065400
213,2.063900
214,2.217200
215,2.040300
216,2.438300
217,1.813500
218,1.932400
219,2.301100
220,2.406100
221,2.001400
222,1.848400
223,1.641800
224,2.357300
225,1.965300
226,1.993500
227,2.161300
228,2.114500
229,1.799900
230,2.168700
231,2.017200
232,1.927500
233,2.100000
234,2.348100
235,1.968600
236,2.018600
237,1.904400
238,2.226100
239,2.118000
240,1.975900
241,2.016200
242,2.136300
243,2.261800
244,2.088500
245,1.984900
246,1.984400
247,1.978800
248,2.054800
249,1.489700
250,2.406000
251,1.510500
252,1.969400
253,1.988800
254,2.205800
255,1.597600
256,2.309100
257,2.110100
258,2.170300
259,1.989100
260,1.800700
261,2.246500
262,1.817000
263,1.936900
264,2.076000
265,1.823500
266,1.933700
267,1.934100
268,1.891700
269,1.960800
270,1.806600
271,2.191400
272,2.052800
273,1.843100
274,1.742600
275,1.985000
276,2.004300
277,2.255300
278,1.930600
279,1.796500
280,2.151200
281,1.882600
282,1.900200
283,2.142600
284,1.768000
285,2.136600
286,2.129000
287,1.842700
288,2.089900
289,2.230400
290,2.150000
291,2.008800
292,2.039500
293,2.023100
294,2.049000
295,1.962700
296,2.076600
297,2.139600
298,1.947000
299,1.789100
300,1.836600
301,1.781100
302,2.093700
303,1.997700
304,2.625200
305,2.017500
306,2.325600
307,2.053900
308,2.118900
309,1.786500
310,2.141100
311,2.102600
312,1.921000
313,2.060400
314,2.102000
315,1.693400
316,2.049900
317,1.954100
318,1.491100
319,1.857600
320,2.206800
321,2.090000
322,2.095600
323,2.041700
324,1.995500
325,2.157000
326,2.269500
327,1.714300
328,1.834100
329,2.325600
330,1.919300
331,2.279300
332,2.138400
333,1.765300
334,2.167600
335,2.265300
336,1.921300
337,2.356600
338,2.268100
339,2.058600
340,2.091400
341,2.334800
342,2.255300
343,2.302600
344,2.426400
345,1.950600
346,2.045800
347,1.759600
348,0.604000
349,2.099900
350,1.910800
351,1.911700
352,1.804400
353,2.046200
354,2.035400
355,1.818900
356,2.289100
357,1.687100
358,2.309800
359,1.971400
360,2.140800
361,1.843600
362,2.079400
363,1.891900
364,2.208500
365,1.898200
366,2.018100
367,1.995200
368,1.737800
369,1.848000
370,1.819500
371,1.323200
372,2.015600
373,2.118200
374,2.025900
375,1.090700
376,1.954200
377,1.961400
378,2.091500
379,1.844200
380,2.418000
381,1.892500
382,2.399600
383,2.002700
384,1.669000
385,2.195100
386,1.780000
387,2.042200
388,2.113100
389,2.167600
390,2.011300
391,1.991600
392,2.168400
393,2.091300
394,2.441800
395,2.380800
396,1.832200
397,2.243900
398,1.916000
399,2.258700
400,1.827800
401,1.636600
402,1.995100
403,1.916900
404,2.127800
405,1.702300
406,1.905300
407,2.246400
408,2.178600
409,1.947600
410,1.886300
411,2.041800
412,1.862800
413,2.129200
414,2.486400
415,2.248700
416,2.093800
417,2.093900
418,1.869600
419,2.313100
420,2.167400
421,2.127500
422,2.246900
423,2.211200
424,1.779200
425,1.716400
426,1.812100
427,1.855600
428,2.330600
429,2.124400
430,1.672200
431,2.217100
432,1.684100
433,2.017500
434,2.066100
435,2.337600
436,2.084100
437,2.200600
438,2.008700
439,2.186200
440,2.036900
441,2.064000
442,2.019800
443,2.143900
444,1.768000
445,2.043600
446,2.087200
447,2.307700
448,1.221900
449,2.042900
450,1.850400
451,1.663600
452,1.972100
453,1.810400
454,2.422900
455,1.776700
456,1.890500
457,2.298200
458,2.051600
459,1.983300
460,1.933600
461,1.812100
462,2.104500
463,1.784800
464,1.802400
465,1.811900
466,1.613400
467,1.754200
468,1.990200
469,2.194000
470,1.901900
471,1.829100
472,2.076200
473,2.344800
474,2.026100
475,2.229100
476,1.820900
477,1.956500
478,1.916500
479,1.979200
480,1.986800
481,1.935100
482,1.905300
483,1.948600
484,2.242600
485,1.717900
486,2.090800
487,1.995300
488,1.918800
489,2.061400
490,2.265500
491,1.902500
492,1.824800
493,2.292500
494,2.272400
495,1.861100
496,1.595200
497,1.868900
498,2.074800
499,1.941300
500,2.212900
501,2.011600
502,1.906700
503,1.775400
504,1.866700
505,2.013700
506,2.051700
507,1.232500
508,1.776200
509,2.186000
510,1.862300
511,1.998100
512,1.835900
513,1.821600
514,2.225400
515,2.437400
516,1.860400
517,1.238500
518,1.713400
519,1.824700
520,2.065800
521,2.128000
522,1.863600
523,2.153500
524,1.944300
525,1.876500
526,1.556200
527,2.038600
528,2.037400
529,2.232200
530,2.167600
531,2.048800
532,1.880500
533,2.161600
534,1.860300
535,2.206500
536,1.914100
537,2.291500
538,1.922600
539,1.566500
540,2.172400
541,1.634500
542,2.223000
543,2.233900
544,1.895200
545,2.012600
546,1.854600
547,2.042400
548,2.142000
549,1.770600
550,2.036400
551,1.864200
552,1.896700
553,1.989200
554,1.757200
555,1.766400
556,2.011500
557,2.306400
558,1.680600
559,1.442300
560,1.867700
561,1.785600
562,1.789100
563,2.107000
564,2.122200
565,1.909400
566,1.999600
567,1.449000
568,2.291900
569,1.636600
570,1.567800
571,1.871900
572,2.101300
573,2.275000
574,1.404300
575,2.025800
576,2.109300
577,1.811400
578,1.881800
579,1.915200
580,1.727600
581,2.063100
582,2.425600
583,2.006500
584,1.806500
585,1.895500
586,1.875600
587,1.811100
588,1.640200
589,2.191400
590,2.128800
591,1.882900
592,1.878800
593,1.852100
594,2.214300
595,1.876600
596,1.792600
597,1.552800
598,2.050600
599,1.884800
600,2.098500
601,1.841200
602,2.208400
603,2.030200
604,2.043400
605,2.311500
606,1.712900
607,2.399200
608,2.179700
609,2.037700
610,2.242300
611,2.355700
612,2.215700
613,2.331300
614,1.988900
615,1.942900
616,2.271800
617,1.967700
618,2.164500
619,1.939400
620,1.854100
621,1.924800
622,1.833000
623,1.996600
624,1.617600
625,2.025900
626,2.046200
627,2.199900
628,1.594300
629,1.668400
630,2.039800
631,2.134000
632,1.979400
633,2.045600
634,1.749800
635,2.122800
636,2.078400
637,2.016800
638,1.805900
639,2.073500
640,2.208000
641,2.085700
642,1.950700
643,1.840300
644,2.187500
645,2.011800
646,2.116000
647,2.010900
648,2.042800
649,1.894200
650,2.000400
651,1.992300
652,1.808900
653,1.649300
654,1.979700
655,1.729600
656,2.148200
657,1.799400
658,2.076900
659,1.847100
660,1.996800
661,1.994400
662,2.111600
663,1.996700
664,1.964000
665,1.564500
666,1.686200
667,1.868400
668,0.940300
669,2.128200
670,2.180400
671,1.904600
672,1.792900
673,2.122200
674,1.814100
675,1.898700
676,2.091800
677,1.769100
678,2.154500
679,1.933100
680,2.098300
681,0.856200
682,2.191300
683,2.197000
684,2.109900
685,1.998600
686,2.501200
687,1.790900
688,2.024200
689,1.740800
690,2.153900
691,1.686400
692,1.860600
693,1.990300
694,2.389700
695,2.045100
696,1.676700
697,2.026500
698,2.152200
699,2.005000
700,2.295600
701,1.904100
702,2.054100
703,1.798100
704,2.361100
705,1.661900
706,1.917800
707,1.754100
708,2.174300
709,2.210300
710,1.915100
711,2.105600
712,2.030600
713,1.931200
714,2.106000
715,2.201000
716,1.951100
717,1.732600
718,1.667700
719,1.873300
720,2.048700
721,1.912500
722,1.915200
723,1.927400
724,2.319700
725,1.781900
726,1.819900
727,1.577700
728,1.745100
729,2.235800
730,1.782700
731,2.111200
732,1.522300
733,2.117800
734,2.029800
735,2.256500
736,1.930100
737,2.032300
738,1.747300
739,1.565900
740,1.607100
741,1.975900
742,1.719700
743,2.013700
744,2.525500
745,1.985900
746,1.992200
747,2.037300
748,2.142800
749,1.968700
750,1.910700
751,1.937400
752,2.119300
753,1.858500
754,1.716400
755,2.363600
756,1.988600
757,2.292900
758,2.119100
759,2.299100
760,2.052900
761,2.351000
762,1.631500
763,1.889100
764,2.121200
765,2.109400
766,2.283500
767,1.823200
768,1.949800
769,2.160900
770,1.874600
771,1.574500
772,1.937600
773,1.952100
774,2.013900
775,1.282100
776,1.839000
777,2.026600
778,1.712000
779,1.716100
780,1.806100
781,1.227700
782,2.155100
783,1.909700
784,1.838400
785,2.023800
786,1.917100
787,1.827800
788,1.285600
789,2.160200
790,2.028100
791,1.696800
792,2.032300
793,1.918800
794,2.029300
795,1.953700
796,2.106800
797,2.422800
798,1.876400
799,1.949600
800,2.004600
801,2.101100
802,2.105600
803,2.216700
804,2.152000
805,1.835000
806,2.485800
807,2.202300
808,1.884100
809,1.990200
810,2.071300
811,1.541600
812,1.898100
813,2.000600
814,1.925700
815,2.009200
816,1.876400
817,1.757900
818,1.946700
819,1.973400
820,1.828700
821,1.958000
822,1.640500
823,1.783600
824,1.844600
825,1.697700
826,2.327200
827,2.180600
828,2.120700
829,2.074200
830,0.928200
831,1.944000
832,2.169900
833,1.712300
834,1.910400
835,1.703400
836,2.062500
837,2.376000
838,1.976800
839,1.297000
840,2.116800
841,2.112900
842,1.849600
843,1.708400
844,2.131700
845,2.228200
846,1.865800
847,1.943000
848,2.071500
849,2.212100
850,1.861700
851,1.861000
852,2.353200
853,2.012300
854,2.266300
855,2.004800
856,2.287600
857,1.956100
858,1.817700
859,1.703300
860,2.083400
861,1.906200
862,2.182000
863,2.179900
864,2.045400
865,2.012800
866,2.284400
867,2.421300
868,2.123500
869,2.115400
870,2.137900
871,0.607000
872,1.929300
873,1.766800
874,1.918600
875,2.316500
876,1.794800
877,1.945100
878,2.137300
879,1.855000
880,1.860700
881,1.626500
882,2.180400
883,2.002200
884,2.059400
885,1.958700
886,2.015300
887,2.193800
888,2.021700
889,1.778800
890,1.925500
891,1.675000
892,1.913400
893,1.737000
894,2.026500
895,2.003700
896,2.107000
897,2.124000
898,1.854200
899,2.274700
900,2.082600
901,1.569300
902,1.792200
903,1.769100
904,2.072500
905,2.095100
906,1.972800
907,1.878800
908,2.145800
909,1.687300
910,2.306800
911,1.645400
912,2.046000
913,1.700700
914,2.052500
915,1.629500
916,1.899600
917,2.067400
918,1.879400
919,1.864400
920,2.068100
921,1.930300
922,2.285200
923,1.550000
924,1.618200
925,2.004800
926,1.978900
927,2.089200
928,2.402800
929,1.952400
930,2.046600
931,1.889100
932,2.245000
933,1.808300
934,2.605600
935,1.927600
936,1.820300
937,2.233400
938,2.096100
939,1.973700
940,2.136000
941,1.633500
942,2.056400
943,1.641300
944,2.059100
945,1.550500
946,1.828300
947,2.244900
948,1.834900
949,1.925900
950,2.115800
951,1.986600
952,1.620000
953,1.947600
954,1.889300
955,2.050000
956,1.778700
957,2.113800
958,1.947700
959,2.172700
960,1.902700
961,1.647300
962,1.919700
963,1.928600
964,2.049500
965,1.946600
966,2.157500
967,1.959200
968,1.478900
969,2.117600
970,1.980600
971,2.312400
972,2.061300
973,2.297900
974,1.853000
975,1.976100
976,2.177500
977,0.631200
978,1.932200
979,2.086500
980,1.804900
981,1.639000
982,2.107500
983,2.037600
984,1.874700
985,2.086100
986,2.179400
987,1.436100
988,1.942600
989,2.379500
990,1.907600
991,2.016500
992,2.084500
993,1.745800
994,1.912800
995,1.860000
996,1.918800
997,1.919800
998,1.971800
999,1.843600
1000,2.225900
1001,2.208700
1002,2.341100
1003,2.126800
1004,2.071500
1005,1.776200
1006,2.015700
1007,2.128900
1008,2.269100
1009,1.899100
1010,1.911400
1011,2.129400
1012,2.295800
1013,1.859300
1014,1.966800
1015,2.168100
1016,1.658900
1017,1.834100
1018,1.636300
1019,1.502000
1020,2.150000
1021,1.956300
1022,1.804500
1023,1.905600
1024,1.840600
1025,1.819300
1026,1.760500
1027,1.721400
1028,1.757000
1029,0.677700
1030,1.683400
1031,2.293700
1032,1.310900
1033,1.849300
1034,1.923200
1035,2.262200
1036,1.692500
1037,1.981300
1038,1.883500
1039,1.951800
1040,1.937700
1041,2.216000
1042,1.620600
1043,1.955100
1044,1.874900
1045,1.942200
1046,1.799400
1047,1.847600
1048,2.368400
1049,1.729600
1050,1.689900
1051,1.723800
1052,1.961700
1053,1.574400
1054,2.260400
1055,1.882600
1056,1.885500
1057,1.899900
1058,1.941100
1059,2.243500
1060,2.041800
1061,1.666500
1062,2.450100
1063,2.066600
1064,2.383700
1065,2.207200
1066,1.807900
1067,1.672600
1068,1.773600
1069,1.911400
1070,2.005700
1071,2.179000
1072,2.034800
1073,2.350500
1074,1.883000
1075,1.995900
1076,1.445500
1077,1.761800
1078,1.737100
1079,1.842000
1080,2.065500
1081,2.010600
1082,2.050300
1083,1.879000
1084,2.313500
1085,1.918700
1086,1.733000
1087,2.070100
1088,1.856200
1089,2.159100
1090,1.678300
1091,1.904200
1092,2.113200
1093,1.835600
1094,1.678100
1095,1.604400
1096,2.309400
1097,1.546800
1098,2.065200
1099,2.003300
1100,1.890500
1101,2.279200
1102,1.912800
1103,1.949700
1104,1.990100
1105,2.160700
1106,2.198200
1107,1.645200
1108,1.612800
1109,2.064000
1110,2.438600
1111,2.098300
1112,2.108900
1113,2.183200
1114,2.051700
1115,1.907800
1116,1.590100
1117,1.793700
1118,2.087300
1119,1.934700
1120,2.125500
1121,2.136400
1122,1.737200
1123,1.908200
1124,2.098900
1125,1.483600
1126,2.072800
1127,1.804700
1128,1.832800
1129,2.205000
1130,1.833200
1131,2.012100
1132,1.830900
1133,1.794700
1134,1.761700
1135,1.954800
1136,1.916400
1137,1.968200
1138,2.057100
1139,1.856400
1140,1.520200
1141,1.915700
1142,1.983400
1143,1.969600
1144,2.384900
1145,2.300100
1146,2.057500
1147,2.148500
1148,1.991600
1149,1.810300
1150,2.232800
1151,1.900000
1152,2.032300
1153,1.898600
1154,1.889100
1155,2.017400
1156,1.421600
1157,2.070200
1158,2.027500
1159,2.195600
1160,2.163500
1161,1.318300
1162,1.768800
1163,1.704000
1164,1.832600
1165,1.869000
1166,2.056100
1167,1.653600
1168,1.802500
1169,2.124000
1170,2.055100
1171,1.426100
1172,1.769400
1173,2.144300
1174,2.067700
1175,2.080900
1176,1.776200
1177,2.177600
1178,1.920600
1179,2.079500
1180,2.083700
1181,1.967700
1182,2.215900
1183,2.169000
1184,1.783100
1185,1.772700
1186,1.949300
1187,1.786300
1188,2.146100
1189,2.336700
1190,1.894600
1191,2.059500
1192,2.180500
1193,1.832000
1194,2.245300
1195,2.340400
1196,1.817100
1197,2.220000
1198,1.082400
1199,2.183400
1200,1.858600
1201,1.953900
1202,1.871900
1203,1.869300
1204,2.029700
1205,2.440000
1206,1.860600
1207,1.982900
1208,2.307000
1209,2.334700
1210,1.915800
1211,2.161300
1212,2.231700
1213,1.747800
1214,1.767000
1215,2.099900
1216,2.392900
1217,1.934200
1218,2.219500
1219,1.355800
1220,1.840200
1221,2.022100
1222,1.166400
1223,1.847000
1224,2.078100
1225,2.254300
1226,1.816100
1227,1.909500
1228,2.325900
1229,1.930200
1230,2.079100
1231,1.912800
1232,2.058100
1233,1.990000
1234,2.166400
1235,2.049900
1236,2.054300
1237,2.192800
1238,1.771900
1239,2.127000
1240,1.917100
1241,2.223600
1242,2.006800
1243,2.143000
1244,1.970200
1245,1.987700
1246,2.018800
1247,1.807900
1248,1.993100
1249,1.743300
1250,1.810400
1251,1.831500
1252,2.148400
1253,1.531500
1254,2.062200
1255,1.962600
1256,1.845800
1257,1.687300
1258,1.984000
1259,1.656400
1260,2.271500
1261,1.832700
1262,2.024600
1263,2.327800
1264,1.485600
1265,2.077600
1266,1.851900
1267,1.916600
1268,1.984300
1269,2.266600
1270,2.231600
1271,2.056600
1272,1.634200
1273,1.908600
1274,1.954300
1275,1.781200
1276,2.101500
1277,1.602800
1278,1.872900
1279,2.195300
1280,1.780900
1281,1.970700
1282,2.001700
1283,2.244800
1284,2.332800
1285,1.951000
1286,1.938200
1287,1.673300
1288,1.717700
1289,1.476100
1290,1.889000
1291,1.831900
1292,1.661700
1293,2.042500
1294,1.839200
1295,1.859700
1296,1.504500
1297,1.756000
1298,1.847700
1299,1.741600
1300,2.267400
1301,1.917700
1302,1.974600
1303,1.881200
1304,2.206700
1305,1.409100
1306,1.702000
1307,1.639700
1308,2.050700
1309,1.977900
1310,1.753700
1311,1.988300
1312,2.194200
1313,1.897400
1314,1.816000
1315,2.370300
1316,2.144900
1317,2.041700
1318,2.212300
1319,1.857600
1320,2.043900
1321,2.027000
1322,2.180300
1323,2.063000
1324,2.082800
1325,1.931000
1326,1.775200
1327,1.896700
1328,1.942700
1329,1.810200
1330,2.123700
1331,1.878400
1332,1.756900
1333,2.032600
1334,2.005500
1335,1.721600
1336,1.713300
1337,1.778500
1338,2.054600
1339,2.106900
1340,1.969800
1341,1.727200
1342,1.928400
1343,1.740200
1344,1.846900
1345,1.600600
1346,1.890500
1347,2.232800
1348,1.967800
1349,1.615000
1350,1.696500
1351,2.107000
1352,1.742000
1353,2.073500
1354,1.936100
1355,2.178800
1356,2.081800
1357,1.809600
1358,1.879500
1359,1.904000
1360,2.196700
1361,1.992100
1362,2.159100
1363,1.615600
1364,1.975500
1365,1.734500
1366,1.685400
1367,2.230200
1368,1.939100
1369,1.344500
1370,1.962400
1371,2.114900
1372,2.172600
1373,2.150900
1374,1.731300
1375,1.746300
1376,1.494100
1377,1.673800
1378,2.200000
1379,2.156200
1380,2.165700
1381,1.863300
1382,2.031600
1383,1.537100
1384,1.868300
1385,1.607000
1386,2.114400
1387,1.616800
1388,2.038500
1389,2.132700
1390,2.175600
1391,1.911500
1392,1.895100
1393,1.860100
1394,1.858500
1395,1.997900
1396,1.922300
1397,1.534100
1398,1.945200
1399,2.230600
1400,2.078200
1401,1.633500
1402,1.788400
1403,2.073000
1404,2.271800
1405,1.866400
1406,1.945400
1407,1.720600
1408,2.008800
1409,1.657600
1410,2.136800
1411,2.098100
1412,2.029700
1413,2.042700
1414,1.997100
1415,2.099600
1416,1.404800
1417,1.641900
1418,1.380200
1419,1.660800
1420,1.995200
1421,1.760500
1422,2.336300
1423,1.567400
1424,2.068100
1425,1.846800
1426,1.980600
1427,2.051600
1428,2.006900
1429,1.980500
1430,2.118000
1431,1.811400
1432,1.796000
1433,1.265800
1434,2.103000
1435,1.838200
1436,2.535000
1437,2.359200
1438,1.960600
1439,2.009700
1440,1.663600
1441,1.918800
1442,1.504800
1443,1.989700
1444,2.182700
1445,1.350800
1446,2.144500
1447,1.854300
1448,1.775500
1449,1.555300
1450,1.554000
1451,1.827600
1452,1.958800
1453,1.730500
1454,2.083200
1455,2.144200
1456,1.100400
1457,1.630500
1458,1.697200
1459,1.973000
1460,1.741100
1461,1.913900
1462,2.012200
1463,2.001100
1464,1.965600
1465,1.781100
1466,1.921500
1467,1.962000
1468,2.181200
1469,1.705900
1470,1.701100
1471,2.195600
1472,1.685800
1473,1.157400
1474,1.973700
1475,1.942700
1476,1.937800
1477,2.194200
1478,2.218600
1479,2.088900
1480,1.783800
1481,2.280100
1482,1.836500
1483,1.977300
1484,1.855500
1485,2.119300
1486,1.954800
1487,1.907000
1488,1.997300
1489,2.175100
1490,2.157900
1491,2.046900
1492,1.904600
1493,1.860500
1494,1.788800
1495,1.886100
1496,1.785600
1497,1.716300
1498,1.702100
1499,2.062600
1500,1.921500
1501,1.981900
1502,1.923700
1503,2.461700
1504,1.713400
1505,1.841200
1506,1.825200
1507,2.419600
1508,2.051800
1509,2.076000
1510,2.062200
1511,2.120800
1512,2.380400
1513,1.836800
1514,2.049700
1515,1.879300
1516,1.767100
1517,1.993200
1518,1.974100
1519,2.117100
1520,1.960200
1521,1.905200
1522,2.287900
1523,1.911700
1524,2.121300
1525,1.790100
1526,2.068900
1527,1.893700
1528,1.497800
1529,2.303700
1530,1.950200
1531,1.967700
1532,1.895000
1533,1.866400
1534,1.977100
1535,2.070700
1536,2.148600
1537,2.087400
1538,2.021600
1539,1.911100
1540,1.880000
1541,1.712300
1542,2.119000
1543,2.091900
1544,1.502900
1545,2.160500
1546,2.113000
1547,2.033000
1548,2.115600
1549,1.781500
1550,1.744400
1551,1.974400
1552,1.936200
1553,2.241300
1554,1.829500
1555,1.334300
1556,1.905100
1557,1.987800
1558,1.895700
1559,2.056200
1560,2.028000
1561,2.182200
1562,2.055100
1563,1.824500
1564,1.851500
1565,1.654500
1566,1.891100
1567,2.036700
1568,1.916400
1569,1.881200
1570,1.763500
1571,2.032700
1572,2.155100
1573,1.734400
1574,1.765800
1575,1.339800
1576,1.936500
1577,2.065600
1578,1.999000
1579,1.423500
1580,1.948900
1581,1.850500
1582,1.793900
1583,2.036000
1584,1.859700
1585,1.811200
1586,2.025700
1587,2.048300
1588,1.929900
1589,1.905700
1590,1.744400
1591,1.655700
1592,1.596400
1593,2.255400
1594,1.907800
1595,2.181300
1596,1.935900
1597,1.440200
1598,1.808400
1599,1.639200
1600,1.655300
1601,1.882800
1602,1.475200
1603,1.812100
1604,1.863000
1605,1.698400
1606,1.599000
1607,2.072600
1608,1.742600
1609,1.892900
1610,1.649900
1611,1.742000
1612,1.590600
1613,1.710100
1614,1.883100
1615,1.928900
1616,2.058400
1617,2.213600
1618,1.842300
1619,1.962600
1620,1.566500
1621,2.060500
1622,2.128400
1623,1.600700
1624,1.886700
1625,1.496600
1626,1.766000
1627,1.906600
1628,1.687300
1629,1.873600
1630,2.010300
1631,1.978400
1632,1.734600
1633,2.037800
1634,1.774500
1635,1.705300
1636,1.832700
1637,2.135700
1638,2.101900
1639,2.259200
1640,1.819700
1641,1.794200
1642,1.734600
1643,2.310800
1644,1.449000
1645,2.034200
1646,2.426800
1647,1.992700
1648,1.920900
1649,2.021700
1650,1.719400
1651,1.880100
1652,1.906900
1653,1.424700
1654,1.911600
1655,1.945400
1656,1.905000
1657,1.556700
1658,2.195500
1659,1.967300
1660,2.272500
1661,1.530100
1662,2.065500
1663,2.066100
1664,2.046200
1665,2.049700
1666,2.362900
1667,1.343700
1668,1.596700
1669,1.721700
1670,1.776800
1671,0.755600
1672,1.692200
1673,2.068800
1674,2.061800
1675,1.749400
1676,1.989200
1677,2.017800
1678,1.900500
1679,2.159900
1680,1.912800
1681,1.981700
1682,1.965200
1683,1.847200
1684,1.717000
1685,2.271700
1686,1.841600
1687,2.096500
1688,1.958600
1689,2.180100
1690,1.711500
1691,2.208900
1692,1.424500
1693,2.041700
1694,2.073000
1695,1.925500
1696,2.204200
1697,2.000200
1698,1.928300
1699,1.797000
1700,1.897300
1701,1.891500
1702,1.683800
1703,1.933100
1704,2.087800
1705,2.087900
1706,1.322000
1707,2.011000
1708,2.015800
1709,1.997900
1710,1.967600
1711,2.072300
1712,2.085600
1713,2.113400
1714,2.266300
1715,1.945000
1716,1.743200
1717,1.413200
1718,2.023800
1719,2.149800
1720,1.666600
1721,1.794800
1722,2.091400
1723,1.653700
1724,1.960500
1725,2.128300
1726,1.792400
1727,2.061700
1728,2.044500
1729,1.803100
1730,2.023300
1731,1.525500
1732,2.080200
1733,1.620800
1734,2.148200
1735,1.415600
1736,2.298000
1737,2.342100
1738,2.249000
1739,1.961700
1740,1.782900
1741,1.797100
1742,1.923100
1743,2.091700
1744,2.036300
1745,1.921600
1746,1.914100
1747,1.820800
1748,2.012900
1749,1.795800
1750,1.944500
1751,1.905100
1752,2.178300
1753,1.758500
1754,1.581400
1755,2.116400
1756,1.915800
1757,2.193900
1758,2.022100
1759,1.969200
1760,2.165400
1761,2.001100
1762,1.945900
1763,2.268600
1764,1.670200
1765,1.845400
1766,2.244400
1767,1.957300
1768,1.741800
1769,1.884500
1770,2.120400
1771,1.730100
1772,2.013700
1773,1.945600
1774,2.296200
1775,2.078700
1776,1.977000
1777,1.999000
1778,2.032100
1779,2.177400
1780,2.139200
1781,1.996600
1782,1.833200
1783,1.874100
1784,1.797600
1785,1.956400
1786,1.955800
1787,1.577700
1788,2.119800
1789,1.914600
1790,1.879200
1791,0.807000
1792,1.890100
1793,1.955900
1794,2.222700
1795,1.559400
1796,1.657300
1797,1.687700
1798,2.105200
1799,1.811000
1800,2.211700
1801,2.062300
1802,1.809500
1803,2.001400
1804,2.062300
1805,2.128600
1806,2.081400
1807,1.895000
1808,1.811400
1809,1.804400
1810,2.116000
1811,1.839300
1812,1.861300
1813,1.848200
1814,1.978200
1815,1.759100
1816,1.869400
1817,1.549400
1818,1.774000
1819,1.659200
1820,1.711800
1821,1.609900
1822,1.952300
1823,2.151700
1824,1.954800
1825,2.149700
1826,1.884000
1827,1.850100
1828,1.877200
1829,2.217700
1830,0.903100
1831,2.055900
1832,1.592600
1833,2.297200
1834,1.836300
1835,1.844100
1836,1.880500
1837,1.911900
1838,2.276400
1839,2.020200
1840,1.984600
1841,2.115100
1842,2.196700
1843,1.879200
1844,2.015800
1845,2.105900
1846,1.816000
1847,2.133700
1848,1.916400
1849,1.719300
1850,2.050600
1851,1.647500
1852,1.963200
1853,2.490100
1854,2.053800
1855,1.911100
1856,1.985400
1857,1.826000
1858,2.122400
1859,2.047200
1860,1.527300
1861,2.062800
1862,1.940300
1863,2.103700
1864,1.733800
1865,2.124700
1866,2.069200
1867,2.036200
1868,1.997400
1869,2.176300
1870,1.680700
1871,2.226800
1872,2.069500
