Step,Training Loss
224,2.359300
225,1.833400
226,2.002500
227,1.825800
228,2.292600
229,1.618000
230,1.780700
231,1.756800
232,2.083700
233,2.052900
234,2.055600
235,1.943700
236,1.740000
237,2.097400
238,2.050900
239,1.636700
240,1.905100
241,1.631800
242,1.811200
243,1.986400
244,2.210000
245,1.485000
246,1.647800
247,1.882100
248,2.373200
249,2.117800
250,1.901100
251,2.083400
252,1.866100
253,2.138200
254,1.831300
255,1.739500
256,1.761500
257,1.890000
258,1.392100
259,1.910100
260,2.162500
261,2.048900
262,1.713900
263,2.110200
264,2.029900
265,1.706800
266,2.337000
267,1.953200
268,1.902800
269,1.794100
270,1.835100
271,2.060500
272,2.083100
273,1.780500
274,1.547900
275,1.989600
276,1.994700
277,1.756200
278,2.001600
279,2.031300
280,1.771200
281,2.126500
282,1.829300
283,1.800100
284,1.386200
285,1.882300
286,2.110100
287,1.982200
288,2.150400
289,1.784900
290,2.254500
291,1.951800
292,1.978900
293,1.806100
294,2.442800
295,1.861100
296,1.882600
297,1.803600
298,1.885100
299,2.089300
300,2.169600
301,1.898300
302,1.988600
303,2.336600
304,1.805500
305,2.071700
306,1.820800
307,2.560700
308,1.521800
309,1.799900
310,1.690300
311,1.894300
312,1.645000
313,1.235100
314,1.904100
315,1.985700
316,1.783100
317,2.053100
318,1.733500
319,2.182100
320,2.013700
321,2.090500
322,2.030600
323,1.876800
324,1.892100
325,1.737800
326,1.956300
327,2.146500
328,2.021000
329,2.195900
330,2.246200
331,2.071000
332,1.912300
333,1.782300
334,1.747600
335,1.897700
336,2.032000
337,1.842100
338,1.945100
339,1.744200
340,2.298800
341,2.132800
342,1.933200
343,2.217500
344,1.867200
345,2.115300
346,1.701700
347,2.367600
348,2.193600
349,1.871800
350,1.958800
351,2.072400
352,1.994900
353,2.083100
354,1.969500
355,1.820000
356,2.044300
357,1.989300
358,1.899900
359,1.844300
360,1.783800
361,1.902200
362,2.350200
363,2.013300
364,1.751900
365,1.836600
366,1.896200
367,1.889600
368,1.778500
369,1.575800
370,1.642200
371,1.826700
372,2.121300
373,1.492700
374,2.083300
375,1.624500
376,2.122700
377,1.867200
378,1.804600
379,2.061500
380,1.989800
381,2.141300
382,1.946300
383,2.196400
384,1.628100
385,1.495000
386,1.846900
387,2.214100
388,2.007100
389,1.973400
390,1.750600
391,2.111700
392,1.990600
393,1.818600
394,1.835700
395,2.191400
396,1.889600
397,1.760500
398,1.930900
399,2.004600
400,1.956400
401,2.041400
402,2.036500
403,1.851000
404,1.965800
405,2.270300
406,1.774400
407,1.956800
408,2.075100
409,1.771900
410,1.900000
411,1.908100
412,1.917700
413,2.057800
414,2.173000
415,2.198600
416,1.897700
417,2.045000
418,2.441200
419,1.959500
420,2.188400
421,2.306900
422,1.905500
423,2.016500
424,1.549700
425,1.978300
426,1.780700
427,1.914100
428,1.482800
429,2.072500
430,1.781700
431,1.778700
432,1.761300
433,2.021000
434,1.798200
435,2.134300
436,1.959200
437,1.945500
438,1.762800
439,2.043800
440,1.909600
441,2.024100
442,1.486500
443,2.199400
444,2.218700
445,1.741500
446,1.673700
447,1.888200
448,1.692800
449,1.805300
450,2.102300
451,2.122900
452,2.175800
453,2.326000
454,2.081000
455,1.854300
456,1.817000
457,2.072600
458,1.740900
459,2.132900
460,1.822300
461,1.968300
462,2.137000
463,2.245600
464,2.181800
465,1.814600
466,2.107500
467,1.865100
468,2.014700
469,2.371100
470,2.440100
471,1.784100
472,1.993200
473,1.938100
474,2.054200
475,2.029600
476,1.465900
477,1.611100
478,1.937200
479,2.270100
480,1.940300
481,1.899100
482,2.349800
483,1.931100
484,1.776300
485,2.085800
486,1.772900
487,1.947200
488,2.009900
489,1.818500
490,2.092500
491,1.754800
492,1.722200
493,2.121900
494,1.924200
495,1.779500
496,1.445200
497,2.088400
498,2.078400
499,1.958700
500,2.119100
501,2.056600
502,2.020000
503,1.932400
504,1.920500
505,1.938800
506,1.960800
507,2.060100
508,1.774600
509,2.130800
510,1.764200
511,1.837900
512,2.110000
513,1.758900
514,1.786600
515,2.258900
516,1.895800
517,2.057200
518,1.953400
519,1.798500
520,1.702400
521,1.884100
522,2.211100
523,2.198000
524,2.027200
525,1.833600
526,1.672500
527,1.943700
528,1.889300
529,1.983500
530,1.851800
531,1.912700
532,1.903700
533,2.019100
534,1.804300
535,1.959800
536,2.098700
537,2.376800
538,1.777300
539,1.994700
540,1.946800
541,1.867400
542,1.640200
543,1.769600
544,2.155100
545,1.751600
546,1.751900
547,2.118700
548,1.942400
549,2.344300
550,2.012800
551,1.929000
552,1.870700
553,1.473500
554,2.083400
555,1.846600
556,1.657300
557,1.872900
558,2.081400
559,1.664000
560,1.330400
561,2.204000
562,2.045900
563,1.996000
564,1.871300
565,1.747400
566,2.042100
567,1.672500
568,1.805200
569,1.781500
570,2.083500
571,1.967700
572,1.622800
573,1.992800
574,2.174800
575,2.286200
576,2.092200
577,1.761900
578,1.934800
579,2.149300
580,1.981800
581,2.279500
582,2.042400
583,1.739300
584,1.938400
585,1.567300
586,2.333100
587,1.927200
588,1.795600
589,2.452300
590,2.274400
591,2.065900
592,2.190300
593,2.006700
594,2.105400
595,1.996000
596,2.012300
597,1.992500
598,1.738100
599,1.830300
600,1.844000
601,1.862900
602,1.825000
603,2.311700
604,2.034300
605,1.846500
606,1.834000
607,1.369600
608,1.969100
609,1.981500
610,1.925800
611,2.138300
612,2.021200
613,2.062200
614,2.062600
615,1.918100
616,2.135900
617,2.254400
618,1.740100
619,1.811900
620,1.719600
621,2.275100
622,2.074400
623,1.493100
624,1.842900
625,1.777200
