Step,Training Loss
215,2.317600
216,2.354600
217,2.381800
218,2.311800
219,2.195000
220,2.103800
221,2.284700
222,2.591900
223,2.298500
224,1.836100
225,0.761300
226,2.157900
227,1.859200
228,2.142100
229,2.347600
230,2.265400
231,2.344700
232,2.466400
233,2.657700
234,2.225100
235,2.192700
236,2.171700
237,2.172600
238,2.254600
239,2.214900
240,2.151700
241,2.080900
242,2.196900
243,2.154600
244,2.008200
245,2.132300
246,2.106500
247,2.221800
248,2.416100
249,2.190200
250,2.535800
251,2.422800
252,2.219300
253,2.385200
254,2.062300
255,2.283300
256,2.522000
257,2.076600
258,2.246000
259,2.400800
260,2.251900
261,2.455000
262,2.133500
263,2.033900
264,1.797000
265,2.221100
266,1.875400
267,2.356200
268,2.264300
269,2.217400
270,2.173100
271,2.664600
272,2.056900
273,2.359200
274,2.348000
275,2.849500
276,1.641800
277,2.387100
278,1.759600
279,2.148000
280,2.485000
281,2.490800
282,2.153400
283,2.124300
284,2.393100
285,2.290700
286,2.026900
287,2.172500
288,2.176400
289,2.256300
290,2.256200
291,2.276900
292,1.828300
293,1.839000
294,2.293700
295,2.404500
296,1.436300
297,2.259200
298,2.173700
299,2.204500
300,2.436600
301,2.308200
302,1.130300
303,2.026700
304,2.800200
305,2.237100
306,2.070700
307,1.688900
308,2.282100
309,2.048200
310,1.938700
311,2.060800
312,2.138100
313,2.322100
314,2.225800
315,1.974400
316,2.563300
317,1.734700
318,2.315800
319,2.534700
320,2.439300
321,2.122100
322,2.364400
323,2.339400
324,2.060700
325,2.277800
326,2.181100
327,2.501800
328,2.123500
329,2.106500
330,1.765100
331,1.912700
332,1.782100
333,2.470500
334,2.302900
335,2.005200
336,2.158200
337,2.189000
338,2.708500
339,2.236700
340,2.129400
341,2.230800
342,2.418600
343,2.364000
344,2.258700
345,2.238500
346,2.366600
347,2.168400
348,2.282000
349,2.190800
350,1.957800
351,2.447200
352,2.402800
353,2.238000
354,2.015600
355,2.141400
356,2.560700
357,2.476500
358,2.701600
359,2.382600
360,2.247300
361,2.008900
362,2.091700
363,2.133900
364,2.122300
365,2.528800
366,1.802500
367,2.158700
368,2.527200
369,2.285700
370,2.224100
371,2.110100
372,2.047700
373,1.975000
374,1.504700
375,1.850900
376,1.903500
377,2.242000
378,1.993300
379,1.963800
380,2.317500
381,2.564500
382,2.430200
383,2.144200
384,1.994000
385,2.293900
386,2.356200
387,2.453700
388,2.116800
389,2.484000
390,2.288900
391,2.516400
392,1.619400
393,2.511800
394,2.586500
395,1.969100
396,2.155300
397,2.374800
398,2.197400
399,2.228600
400,1.875900
401,2.257300
402,2.195100
403,2.503000
404,2.151400
405,2.351500
406,2.301200
407,2.377400
408,1.968400
409,2.160700
410,2.306800
411,2.393100
412,2.350700
413,2.144500
414,2.380000
415,2.271500
416,2.154700
417,2.538700
418,1.628200
419,2.497300
420,2.124900
421,2.486900
422,2.415600
423,1.869400
424,2.371400
425,2.523100
426,2.003100
427,2.420800
428,2.480900
429,1.682600
430,2.037000
431,2.158800
432,1.926000
433,1.822800
434,2.450600
435,1.651200
436,2.637800
437,2.040500
438,2.610400
439,2.400400
440,2.237700
441,2.006300
442,2.254100
443,1.968200
444,2.190300
445,2.348200
446,2.301400
447,2.076000
448,2.293600
449,2.549200
450,2.178000
451,2.172000
452,2.287400
453,2.093800
454,2.255800
455,2.189900
456,2.278400
457,2.352700
458,2.028300
459,2.655100
460,2.341700
461,2.307000
462,2.082300
463,2.351100
464,1.804300
465,2.287100
466,2.064600
467,2.201400
468,2.413800
469,2.114800
470,2.465700
471,2.167400
472,2.299900
473,2.596400
474,2.327200
475,1.975900
476,2.608600
477,2.370100
478,2.446600
479,2.167100
480,2.143900
481,2.246200
482,2.513700
483,2.103100
484,2.332100
485,1.972400
486,1.612800
487,2.285100
488,2.158900
489,2.316500
490,1.912500
491,1.963600
492,2.560700
493,2.221300
494,2.491500
495,1.923700
496,1.941200
497,2.126100
498,1.991800
499,2.176000
500,2.476400
501,1.974800
502,2.218300
503,2.075100
504,2.348600
505,2.659400
506,2.023200
507,2.401700
508,2.449300
509,2.464800
510,1.965200
511,2.102900
512,2.353100
513,2.085600
514,2.331500
515,1.718500
516,2.433700
517,2.157400
518,2.365700
519,1.867600
520,1.922500
521,2.345700
522,2.165800
523,2.186400
524,2.446900
525,2.227400
526,2.572200
527,2.047700
528,0.661100
529,1.743500
530,2.596300
531,2.471500
532,2.418600
533,2.387400
534,2.223200
535,2.035500
536,2.261800
537,2.049900
538,2.340300
539,2.230900
540,2.084100
541,2.186900
542,1.928100
543,2.355500
544,2.154700
545,2.367400
546,2.150500
547,2.265400
548,2.065800
549,2.233000
550,2.577000
551,2.206100
552,2.398200
553,2.276600
554,2.237700
555,2.055300
556,2.266700
557,2.054200
558,2.187600
559,2.268500
560,1.971500
561,2.173400
562,2.296900
563,2.622300
564,2.180800
565,2.422100
566,2.418800
567,2.533300
568,2.335300
569,2.348300
570,1.953300
571,2.447700
572,2.174400
573,2.139600
574,2.213700
575,1.876000
576,2.359600
577,1.774400
578,2.355000
579,2.397900
580,2.330900
581,2.304400
582,2.322100
583,2.258900
584,0.996200
585,2.532400
586,1.952500
587,2.406500
588,2.292400
589,2.312300
590,2.206500
591,2.307300
592,2.243900
593,2.014900
594,2.123300
595,2.285700
596,2.370300
597,2.576800
598,2.182300
599,2.207500
600,2.366100
601,2.356800
602,1.868700
603,2.141900
604,2.177600
605,2.054300
606,2.312000
607,2.301600
608,2.252700
609,2.069200
610,2.053100
611,2.172300
612,1.854100
613,2.384600
614,2.064300
615,1.765000
616,1.839000
617,2.596800
618,2.123600
619,2.207600
620,2.038700
621,2.111400
622,2.488200
623,1.811200
624,2.107600
625,2.319000
